CNES;NOME_FANTASIA;NIVEL_REFERENCIA;CD_SETOR;POPULACAO;POPULACAO_INFANTIL;POPULACAO_IDOSA;ALTA_INFANTIL;ALTA_IDOSA;SERVICOS_DISPONIVEL;MOTIVO
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000221;899;55.0;120.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000223;828;47.0;161.0;True;True;"atenção básica; clínica geral; enfermagem";"Falta atendimento infantil; Falta atendimento ao idoso"
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000224;888;41.0;159.0;False;True;"atenção básica; clínica geral; enfermagem";Falta atendimento ao idoso
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000224;888;41.0;159.0;False;True;"atenção básica; clínica geral; enfermagem";Falta atendimento ao idoso
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000224;888;41.0;159.0;False;True;"atenção básica; clínica geral; enfermagem";Falta atendimento ao idoso
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000224;888;41.0;159.0;False;True;"atenção básica; clínica geral; enfermagem";Falta atendimento ao idoso
666394.0;CENTRO DE SAUDE BARRETO;I;211130005000224;888;41.0;159.0;False;True;"atenção básica; clínica geral; enfermagem";Falta atendimento ao idoso
